                                                                    VIRUS STRAIN	               CLADE
         A/bird/Kulon_Progo/BBVW-946-06/2011|Avian|KP742878|2011-06-XX|Indonesia	            2.1.3.2a
          A/chicken/Sleman/BBVW-1908-12/2012|Avian|KP742867|2012-12-XX|Indonesia	            2.1.3.2a
          A/chicken/Bangli/BBVD-0245A-4/2011|Avian|KP742849|2011-04-XX|Indonesia	            2.1.3.2a
            A/chicken/Sleman/BBVW-977-6/2012|Avian|KP742870|2012-06-XX|Indonesia	            2.1.3.2a
A/environment/East_Jakarta/BPPVRVIII-392-3/2011|Environment|KP742864|2011-09-XX|Indonesia	            2.1.3.2a
A/chicken/Surakarta/BBVW-SM-Ak-YD-D-1309-9/2012|Avian|KP742871|2012-09-XX|Indonesia	            2.1.3.2a
        A/chicken/Sukoharjo/BBVW-218-03/2011|Avian|KP742853|2011-03-XX|Indonesia	            2.1.3.2a
             A/quail/Blitar/BBVW-790-05/2011|Avian|KP742881|2011-05-XX|Indonesia	            2.1.3.2a
A/environment/East_Jakarta/BPPVRVIII-413-AD/2011|Environment|KP742863|2011-09-XX|Indonesia	            2.1.3.2a
A/environment/Jakarta_Timur/0813082-005/2012|Environment|KP742918|2012-11-XX|Indonesia	            2.1.3.2a
          A/chicken/Tabanan/BBVD-0178-3/2011|Avian|KP742847|2011-03-XX|Indonesia	            2.1.3.2a
    A/chicken/Kulon_Progo/BBVW-1081-07A/2011|Avian|KP742854|2011-07-XX|Indonesia	            2.1.3.2a
        A/tree_sparrow/Indonesia/D10013/2010|Avian|AB621352|2010-05-XX|Indonesia	            2.1.3.2a
A/environment/East_Jakarta/BPPVRVIII-447-AU/2011|Environment|KP742865|2011-09-XX|Indonesia	            2.1.3.2a
        A/chicken/Buleleng/BBVD-0224B-4/2011|Avian|KP742882|2011-04-XX|Indonesia	            2.1.3.2a
          A/chicken/Tabanan/BBVD-0212-4/2011|Avian|KP742848|2011-04-XX|Indonesia	            2.1.3.2a
            A/chicken/Melak/BPPVRV-32-1/2011|Avian|KP742852|2011-01-XX|Indonesia	            2.1.3.2a
A/environment/Jakarta_Barat/0813082-006/2012|Environment|KP742919|2012-11-XX|Indonesia	            2.1.3.2a
A/chicken/Surakarta/BBVW-SM-Ak-YD-E-1309-9/2012|Avian|KP742872|2012-09-XX|Indonesia	            2.1.3.2a
 A/environment/Bekasi/0813321-013/2013|Environment|KP742944|2013-09-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Pusat/0813129-008/2013|Environment|KP742931|2013-04-XX|Indonesia	            2.1.3.2b
A/environment/East_Jakarta/BPPVRVIII-344-25/2010|Environment|KP742860|2010-12-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Utara/0813207-026/2013|Environment|KP742940|2013-07-XX|Indonesia	            2.1.3.2b
A/environment/West_Jakarta/BPPVRVIII-344-19/2010|Environment|KP742857|2010-12-XX|Indonesia	            2.1.3.2b
A/environment/Tangerang/0813207-018/2013|Environment|KP742937|2013-08-XX|Indonesia	            2.1.3.2b
        A/chicken/Karimun/BPPVII_719-11/2012|Avian|KP742891|2012-11-XX|Indonesia	            2.1.3.2b
          A/chicken/Padang/BPPVRII-51-2/2011|Avian|KP742873|2011-02-XX|Indonesia	            2.1.3.2b
A/environment/Tangerang_Selatan/081489-008/2013|Environment|KP742928|2013-10-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Bekasi/0813129-003/2013|Environment|KP742930|2013-11-XX|Indonesia	            2.1.3.2b
       A/chicken/Pekanbaru/BPPVRII-91-3/2011|Avian|KP742877|2011-03-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Depok/0813207-020/2013|Environment|KP742938|2013-08-XX|Indonesia	            2.1.3.2b
A/environment/South_Jakarta/BPPVRVIII-52-84/2010|Environment|KP742861|2010-05-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Tangerang/0813207-006/2013|Environment|KP742935|2013-08-XX|Indonesia	            2.1.3.2b
             A/chicken/Indonesia/D10014/2010|Avian|AB621353|2010-06-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Depok/0813321-020/2013|Environment|KP742946|2013-06-XX|Indonesia	            2.1.3.2b
A/environment/Bekasi/BPPVRVIII-344-08/2010|Environment|KP742859|2010-12-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Selatan/0813321-034/2013|Environment|KP742948|2013-09-XX|Indonesia	            2.1.3.2b
          A/chicken/Padang/BPPVRII-62-2/2011|Avian|KP742850|2011-02-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Tangerang/0813321-018/2013|Environment|KP742945|2013-06-XX|Indonesia	            2.1.3.2b
A/environment/East_Jakarta/BPPVRVIII-492-CM/2011|Environment|KP742866|2011-09-XX|Indonesia	            2.1.3.2b
A/environment/South_Jakarta/BPPVRVIII-52-99/2010|Environment|KP742862|2010-01-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Utara/081489-008/2013|Environment|KP742929|2013-11-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Timur/0813129-029/2013|Environment|KP742933|2013-05-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Bekasi/081489-004/2013|Environment|KP742927|2013-10-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Timur/0813129-027/2013|Environment|KP742932|2013-05-XX|Indonesia	            2.1.3.2b
A/environment/South_Jakarta/BPPVRVIII-344-20/2010|Environment|KP742858|2010-12-XX|Indonesia	            2.1.3.2b
A/environment/Jakarta_Utara/0813207-025/2013|Environment|KP742939|2013-07-XX|Indonesia	            2.1.3.2b
A/environment/Kota_Tangerang/0813207-057/2013|Environment|KP742942|2013-07-XX|Indonesia	            2.1.3.2b
             A/chicken/East_Java/UT6045/2007|Avian|GQ122403|2007-03-XX|Indonesia	             2.1.3.3
           A/Chicken/Palembang/BPPV-III/2005|Avian|EU124102|2005-XX-XX|Indonesia	             2.1.3.3
      A/chicken/South_Kalimantan/UT6029/2006|Avian|GQ122400|2006-11-XX|Indonesia	             2.1.3.3
      A/chicken/South_Kalimantan/UT6028/2006|Avian|GQ122571|2006-11-XX|Indonesia	             2.1.3.3
         A/chicken/Pasaman/BBPPVRII-656/2009|Avian|KP742876|2009-06-XX|Indonesia	             2.1.3.3
                 A/duck/Jakarta/Slmt306/2006|Avian|GU183454|2006-09-XX|Indonesia	             2.1.3.3
            A/Chicken/Way_Kanan/BBPVIII/2006|Avian|EU124086|2006-XX-XX|Indonesia	             2.1.3.3
                 A/chicken/Inhu/BPPVRII/2007|Avian|GU183457|2007-06-18|Indonesia	             2.1.3.3
               A/swine/East_Java/UT6005/2006|Swine|HM440107|2006-XX-XX|Indonesia	             2.1.3.3
             A/chicken/East_Java/UT6023/2006|Avian|GQ122563|2006-11-XX|Indonesia	             2.1.3.3
            A/chicken/Solok/BPPVRII-602/2009|Avian|KP742875|2009-06-XX|Indonesia	             2.1.3.3
             A/chicken/East_Java/UT6017/2006|Avian|GQ122547|2006-11-XX|Indonesia	             2.1.3.3
             A/chicken/East_Java/UT6044/2007|Avian|GQ122402|2007-03-XX|Indonesia	             2.1.3.3
                A/chicken/Banten/UT6025/2006|Avian|GQ122399|2006-10-XX|Indonesia	             2.1.3.3
                  A/swine/Banten/UT6001/2006|Swine|HM440083|2006-XX-XX|Indonesia	             2.1.3.3
           A/swine/North_Sumatra/UT6004/2006|Swine|HM440099|2006-XX-XX|Indonesia	             2.1.3.3
               A/swine/East_Java/UT6010/2007|Swine|HM440123|2007-XX-XX|Indonesia	             2.1.3.3
       A/Anas_platyrhynchos/Slovenia/359/2006|Avian|AM911095|2006-XX-XX|Slovenia	                 2.2
               A/bar-headed_goose/Qinghai/3/2007|Avian|HQ020366|2007-05-XX|China	                 2.2
                           A/chicken/Omsk/14/05|Avian|EF205155|2005-XX-XX|Russia	                 2.2
                         A/goose/Suzdalka/10/05|Avian|EF205156|2005-XX-XX|Russia	                 2.2
                 A/Cygnus_olor/Caspian_Sea/2006|Avian|CY063860|2006-XX-XX|Russia	                 2.2
                 A/chicken/Nigeria/1071-9/2007|Avian|EU148396|2007-XX-XX|Nigeria	                 2.2
                 A/chicken/Nigeria/1071-3/2007|Avian|EU148364|2007-XX-XX|Nigeria	                 2.2
         A/turkey/Ivory_Coast/4372-2/2006|Avian|CY020693|2006-12-XX|Cote_dIvoire	                 2.2
              A/chicken/Nigeria/08RS848-5/2006|Avian|CY048363|2006-02-27|Nigeria	                 2.2
                A/chicken/Ghana/3160-NAMRU3/2007|Avian|EF624255|2007-XX-XX|Ghana	                 2.2
            A/chicken/Nigeria/08RS848-110/2007|Avian|CY048131|2007-09-01|Nigeria	                 2.2
 A/chicken/Czech_Republic/11242-38/2007|Avian|EU443553|2007-07-11|Czech_Republic	                 2.2
         A/guinea_fowl/Nigeria/08RS848-78/2007|Avian|CY048531|2007-03-15|Nigeria	                 2.2
              A/goldeneye_duck/Bavaria/19/2006|Avian|EF165063|2006-XX-XX|Germany	                 2.2
         A/Cygnus_olor/Astrakhan/Ast05-2-2/2005|Avian|DQ343502|2005-11-26|Russia	                 2.2
                   A/rook/Rostov-on-Don/26/2007|Avian|EU814503|2007-12-14|Russia	                 2.2
  A/Cygnus_olor/Czech_Republic/10814/06|Avian|EU443542|2006-05-12|Czech_Republic	                 2.2
             A/chicken/Nigeria/08RS848-45/2006|Avian|CY048347|2006-12-02|Nigeria	                 2.2
                         A/goose/Crimea/615/05|Avian|DQ864717|2005-XX-XX|Ukraine	                 2.2
         A/Cygnus_olor/Astrakhan/Ast05-2-5/2005|Avian|DQ365004|2005-11-26|Russia	                 2.2
                           A/cat/Germany/R606/06|Cat|AM403468|2006-XX-XX|Germany	                 2.2
                       A/chicken/Suzdalka/06/05|Avian|EF205154|2005-XX-XX|Russia	                 2.2
             A/domestic_goose/Germany/R1400/07|Avian|AM914004|2007-XX-XX|Germany	                 2.2
             A/Canada_goose/Germany/R1207/2006|Avian|AM403474|2006-XX-XX|Germany	                 2.2
                        A/chicken/Kurgan/3/2005|Avian|DQ323672|2005-XX-XX|Russia	                 2.2
            A/domestic_duck/Germany/R2048/2007|Avian|AM914026|2007-XX-XX|Germany	                 2.2
                      A/mallard/Bavaria/1/2006|Avian|DQ458992|2006-XX-XX|Germany	                 2.2
                      A/grebe/Tyva/Tyv06-1/2006|Avian|DQ914808|2006-06-24|Russia	                 2.2
    A/common_pochard/Switzerland/V762/2006|Avian|EU016359|2006-XX-XX|Switzerland	                 2.2
                A/chicken/Nigeria/1047-54/2006|Avian|CY016923|2006-XX-XX|Nigeria	                 2.2
                    A/chicken/Kuwait/KISR2/2007|Avian|CY029948|2007-XX-XX|Kuwait	                 2.2
                    A/chicken/Astana/6/2005|Avian|FJ390028|2005-06-XX|Kazakhstan	                 2.2
       A/environment/Korea/W150/2006|Environment|EU233739|2006-XX-XX|South_Korea	                 2.2
                     A/buzzard/Bavaria/13/2006|Avian|EF165057|2006-XX-XX|Germany	                 2.2
                     A/duck/Novosibirsk/56/2005|Avian|DQ230522|2005-XX-XX|Russia	                 2.2
                 A/mute_swan/Hungary/4999/2006|Avian|KP969039|2006-02-20|Hungary	                 2.2
                        A/swan/Bavaria/25/2006|Avian|GU046710|2006-03-XX|Germany	                 2.2
                 A/tufted_duck/Bavaria/27/2006|Avian|GU046716|2006-04-XX|Germany	                 2.2
                        A/turkey/Suzdalka/12/05|Avian|EF205158|2005-XX-XX|Russia	                 2.2
         A/duck/Cote_dIvoire/1787-18/2006|Avian|CY016803|2006-XX-XX|Cote_dIvoire	                 2.2
               A/Canada_goose/Germany/R71/2006|Avian|AM403461|2006-XX-XX|Germany	                 2.2
               A/chicken/Pakistan/SPVC-8/2007|Avian|CY068910|2007-XX-XX|Pakistan	                 2.2
                     A/chicken/Romania/3293/05|Avian|AM911080|2005-XX-XX|Romania	                 2.2
                     A/duck/Hungary/11804/2006|Avian|GQ915016|2006-XX-XX|Hungary	                 2.2
         A/Cygnus_olor/Astrakhan/Ast05-2-3/2005|Avian|DQ358746|2005-11-26|Russia	                 2.2
                  A/eagle_owl/Germany/R1166/06|Avian|AM403473|2006-XX-XX|Germany	                 2.2
                A/chicken/Nigeria/1047-34/2006|Avian|CY016947|2006-XX-XX|Nigeria	                 2.2
                 A/whooper_swan/Germany/R88/06|Avian|AM403462|2006-XX-XX|Germany	                 2.2
                 A/tufted_duck/Bavaria/26/2006|Avian|GU046712|2006-03-XX|Germany	                 2.2
                    A/falcon/Kuwait/1019-7/2007|Avian|EU391537|2007-XX-XX|Kuwait	                 2.2
                  A/pigeon/Rostov-on-Don/6/2007|Avian|EU441937|2007-12-14|Russia	                 2.2
                A/crow/Peshawer/NARC7914/2007|Avian|CY034729|2007-XX-XX|Pakistan	                 2.2
                      A/duck/Germany/R751/2006|Avian|AM403470|2006-XX-XX|Germany	                 2.2
                             A/cat/Dagestan/87/06|Cat|DQ864720|2006-XX-XX|Russia	                 2.2
         A/Cygnus_olor/Astrakhan/Ast05-2-4/2005|Avian|DQ363918|2005-XX-XX|Russia	                 2.2
                        A/swan/Krems/2675/2006|Avian|GQ355828|2006-04-26|Austria	                 2.2
              A/common_pochard/Bavaria/30/2006|Avian|GU046722|2006-04-XX|Germany	                 2.2
          A/peacock/Chakshahzad/NARC9238/2007|Avian|CY034731|2007-XX-XX|Pakistan	                 2.2
                       A/chicken/Togo/4106-1/2007|Avian|EU373738|2007-XX-XX|Togo	                 2.2
                     A/chicken/Krasnodar/300/07|Avian|EU163431|2007-09-05|Russia	                 2.2
     St_Jude_H5N1_influenza_seed_virus_163243|Avian|DQ659326|2005-XX-XX|Mongolia	                 2.2
                 A/chicken/Nigeria/1071-1/2007|Avian|EU148356|2007-XX-XX|Nigeria	                 2.2
                        A/chicken/Adygea/203/06|Avian|DQ864715|2006-XX-XX|Russia	                 2.2
              A/chicken/Russia_Krasnodar/2/2007|Avian|EF605603|2007-XX-XX|Russia	                 2.2
             A/chicken/Nigeria/08RS848-44/2006|Avian|CY048339|2006-11-28|Nigeria	                 2.2
                       A/swan/Germany/R65/2006|Avian|DQ464354|2006-02-XX|Germany	                 2.2
                     A/mallard/Bavaria/10/2007|Avian|FJ183472|2007-XX-XX|Germany	                 2.2
                            A/chicken/Tula/4/05|Avian|EF205160|2005-XX-XX|Russia	                 2.2
              A/common_buzzard/Germany/R306/06|Avian|AM403463|2006-XX-XX|Germany	                 2.2
                   A/wild_duck/Bavaria/13/2007|Avian|GU046776|2007-08-XX|Germany	                 2.2
                      A/chicken/Tambov/570-2/05|Avian|DQ864716|2005-XX-XX|Russia	                 2.2
                A/chicken/West_Bengal/81760/2008|Avian|GU083618|2008-01-19|India	                 2.2
                    A/chicken/Kuwait/KISR5/2007|Avian|CY029964|2007-XX-XX|Kuwait	                 2.2
             A/chicken/Nigeria/08RS848-26/2006|Avian|CY048259|2006-07-08|Nigeria	                 2.2
               A/chicken/Pakistan/SPVC-7/2008|Avian|CY068908|2008-XX-XX|Pakistan	                 2.2
                      A/buzzard/Bavaria/5/2006|Avian|EF165049|2006-XX-XX|Germany	                 2.2
         A/chicken/Pakistan-Khi/NARC-612/2008|Avian|JF827081|2008-04-15|Pakistan	                 2.2
                    A/chicken/Nigeria/OG5/2007|Avian|FM160637|2007-XX-XX|Nigeria	                 2.2
              A/chicken/Nigeria/08RS848-1/2006|Avian|CY048083|2006-02-14|Nigeria	                 2.2
             A/chicken/Nigeria/08RS848-38/2006|Avian|CY048291|2006-09-02|Nigeria	                 2.2
                A/chicken/Nigeria/1071-30/2007|Avian|EU148444|2007-XX-XX|Nigeria	                 2.2
              A/goose/Islamabad/NARC7757/2007|Avian|CY034725|2007-XX-XX|Pakistan	                 2.2
                        A/swan/Bavaria/21/2006|Avian|EF165065|2006-XX-XX|Germany	                 2.2
                    A/mute_swan/Germany/R65/06|Avian|AM403460|2006-XX-XX|Germany	                 2.2
                 A/chicken/Nigeria/1047-8/2006|Avian|CY016907|2006-XX-XX|Nigeria	                 2.2
                 A/great_cormorant/Tibet/12/2006|Avian|HM172083|2006-XX-XX|China	                 2.2
  A/guinea_fowl/Burkina_Faso/1347-20/2006|Avian|EU277841|2006-XX-XX|Burkina_Faso	                 2.2
                       A/chicken/Kurgan/05/2005|Avian|DQ449632|2005-XX-XX|Russia	                 2.2
             A/chicken/Nigeria/08RS848-71/2007|Avian|CY048483|2007-02-16|Nigeria	                 2.2
          A/common_goldeneye/Mongolia/12/2006|Avian|AB284324|2006-05-XX|Mongolia	                 2.2
                         A/swan/Bavaria/7/2007|Avian|GU046766|2007-07-XX|Germany	                 2.2
                        A/duck/Germany/R338/06|Avian|AM403464|2006-XX-XX|Germany	                 2.2
               A/goose/Nigeria/08RS848-56/2007|Avian|CY048395|2007-01-11|Nigeria	                 2.2
                        A/swan/Bavaria/32/2006|Avian|GU046726|2006-04-XX|Germany	                 2.2
               A/Cygnus_cygnus/Krasnodar/329/07|Avian|EU257631|2007-09-06|Russia	                 2.2
    A/common_pochard/Switzerland/V505/2006|Avian|EU016355|2006-XX-XX|Switzerland	                 2.2
                   A/goosander/Bavaria/20/2006|Avian|EF165064|2006-XX-XX|Germany	                 2.2
                A/duck/Nigeria/08RS848-20/2006|Avian|CY048227|2006-06-25|Nigeria	                 2.2
         A/chicken/Afghanistan/1573-7/2006|Avian|CY021373|2006-XX-XX|Afghanistan	                 2.2
                   A/chicken/Nandurbar/7966/2006|Avian|GU454581|2006-02-XX|India	                 2.2
             A/chicken/Nigeria/08RS848-15/2006|Avian|CY048211|2006-06-07|Nigeria	                 2.2
                 A/chicken/Nigeria/957-20/2006|Avian|CY016284|2006-XX-XX|Nigeria	                 2.2
                 A/Canada_goose/Bavaria/4/2007|Avian|GU046760|2007-06-XX|Germany	                 2.2
        A/chicken/Afghanistan/1573-47/2006|Avian|CY020621|2006-XX-XX|Afghanistan	                 2.2
                    A/chicken/Kuwait/KISR8/2007|Avian|CY029988|2007-XX-XX|Kuwait	                 2.2
              A/duck/Switzerland/V487/2006|Avian|EU016354|2006-XX-XX|Switzerland	                 2.2
             A/chicken/Nigeria/08RS848-88/2007|Avian|CY048571|2007-07-07|Nigeria	                 2.2
                     A/goose/Hungary/3413/2007|Avian|EF446779|2007-XX-XX|Hungary	                 2.2
                A/chicken/Rostov-on-Don/35/2007|Avian|EU401751|2007-12-14|Russia	                 2.2
               A/starling/Rostov-on-Don/39/2007|Avian|EU486855|2007-12-15|Russia	                 2.2
                     A/chicken/Rostov/22-1/2007|Avian|EU402398|2007-XX-XX|Russia	                 2.2
               A/bar-headed_goose/Qinghai/3/2005|Avian|HM172454|2005-XX-XX|China	                 2.2
        St_Jude_H5N1_influenza_seed_virus_163222|Avian|DQ659327|2005-XX-XX|China	                 2.2
                 A/chicken/Nigeria/1071-4/2007|Avian|EU148372|2007-XX-XX|Nigeria	                 2.2
              A/domestic_duck/Germany/R1797/07|Avian|AM914014|2007-XX-XX|Germany	                 2.2
A/houbara_bustard/Saudi_Arabia/6732-1/2007|Avian|EU424135|2007-XX-XX|Saudi_Arabia	                 2.2
                     A/chicken/Niger/2130-8/2006|Avian|DQ838516|2006-05-XX|Niger	                 2.2
             A/turkey/Islamabad/NARC7873/2007|Avian|CY034727|2007-XX-XX|Pakistan	                 2.2
  A/Cygnus_olor/Czech_Republic/10732/07|Avian|EU443555|2007-06-25|Czech_Republic	                 2.2
                     A/chicken/India/NIV33487/06|Avian|EF362418|2006-XX-XX|India	                 2.2
          A/mute_swan/Switzerland/V68/2006|Avian|EU016350|2006-XX-XX|Switzerland	                 2.2
                  A/chicken/Ukraine/AV453/2008|Avian|CY105894|2008-XX-XX|Ukraine	                 2.2
         A/swan/England/AV380-2326/2008|Avian|CY103958|2008-01-XX|United_Kingdom	                 2.2
                    A/chicken/Kuwait/KISR6/2007|Avian|CY029972|2007-XX-XX|Kuwait	                 2.2
             A/chicken/Nigeria/08RS848-33/2006|Avian|CY048275|2006-07-19|Nigeria	                 2.2
                     A/chicken/Krasnodar/123/06|Avian|EF205159|2006-XX-XX|Russia	                 2.2
                    A/chicken/Kuwait/KISR3/2007|Avian|CY029956|2007-XX-XX|Kuwait	                 2.2
                   A/chicken/Korea/IS/2006|Avian|EU233675|2006-XX-XX|South_Korea	                 2.2
                    A/chicken/Krasnodar/01/2006|Avian|DQ676834|2006-XX-XX|Russia	                 2.2
                 A/chicken/Nigeria/1071-7/2007|Avian|EU148388|2007-XX-XX|Nigeria	                 2.2
     A/goose/Lahore-Pakistan/NARC-3321/4/2006|Avian|EU401795|2006-XX-XX|Pakistan	                 2.2
                     A/common_gull/Chany/P/2006|Avian|EU871936|2006-07-18|Russia	                 2.2
                  A/chicken/Korea/CA7/2006|Avian|EU233691|2006-XX-XX|South_Korea	                 2.2
              A/Cygnus_olor/Germany/R1372/2007|Avian|FM165522|2007-XX-XX|Germany	                 2.2
         A/great_crested_grebe/Bavaria/31/2006|Avian|GU046724|2006-04-XX|Germany	                 2.2
                           A/duck/Niger/914/2006|Avian|CY017027|2006-XX-XX|Niger	                 2.2
             A/guinea_fowl/Nigeria/957-12/2006|Avian|CY017179|2006-XX-XX|Nigeria	                 2.2
                        A/swan/Bavaria/16/2006|Avian|EF165060|2006-XX-XX|Germany	                 2.2
             A/whooper_swan/Mongolia/244/2005|Avian|EU723707|2005-XX-XX|Mongolia	                 2.2
                     A/chicken/Volgograd/236/06|Avian|DQ864719|2006-XX-XX|Russia	                 2.2
                 A/bar-headed_goose/Tibet/8/2006|Avian|HM172087|2006-XX-XX|China	                 2.2
             A/chicken/Nigeria/08RS848-47/2006|Avian|CY048355|2006-12-08|Nigeria	                 2.2
                      A/gull/Germany/R882/2006|Avian|CY107852|2006-XX-XX|Germany	                 2.2
                 A/mute_swan/France/06631a/2006|Avian|AM498632|2006-XX-XX|France	                 2.2
                   A/goosander/Bavaria/34/2006|Avian|GU046730|2006-04-XX|Germany	                 2.2
                      A/grebe/Tyva/Tyv06-8/2006|Avian|DQ863503|2006-06-24|Russia	                 2.2
                    A/chicken/Nigeria/641/2006|Avian|CY016276|2006-XX-XX|Nigeria	                 2.2
             A/chicken/Pakistan/NARC-228/2006|Avian|CY068896|2006-XX-XX|Pakistan	                 2.2
                  A/chicken/Germany/R3294/2007|Avian|FM177135|2007-XX-XX|Germany	                 2.2
           A/chicken/Afghanistan/1207/2006|Avian|CY016787|2006-XX-XX|Afghanistan	                 2.2
         A/falcon/Saudi_Arabia/D1936/2007|Avian|CY035241|2007-XX-XX|Saudi_Arabia	                 2.2
              A/chicken/Nigeria/08RS848-9/2006|Avian|CY048579|2006-04-04|Nigeria	                 2.2
                   A/goose/Hungary/2823/2/2007|Avian|EF446771|2007-XX-XX|Hungary	                 2.2
                      A/stork/Germany/R1239/06|Avian|AM403475|2006-XX-XX|Germany	                 2.2
                      A/chicken/Reshoty/02/2006|Avian|CY047483|2006-06-XX|Russia	                 2.2
                          A/duck/Kurgan/08/2005|Avian|DQ449640|2005-XX-XX|Russia	                 2.2
             A/chicken/Nigeria/08RS848-70/2007|Avian|CY048475|2007-02-16|Nigeria	                 2.2
                       A/duck/Novosibirsk/02/05|Avian|DQ864711|2005-XX-XX|Russia	                 2.2
                         A/swan/Bavaria/5/2007|Avian|GU046762|2007-06-XX|Germany	                 2.2
            A/swan/England/AV26-68/2008|Avian|CY103943|2008-01-XX|United_Kingdom	                 2.2
                     A/wild_duck/Liaoning/8/2006|Avian|HM172084|2006-XX-XX|China	                 2.2
       A/tufted_duck/Switzerland/V504/2006|Avian|EF547197|2006-XX-XX|Switzerland	                 2.2
             A/chicken/Nigeria/08RS848-97/2007|Avian|CY048635|2007-08-03|Nigeria	                 2.2
                 A/mute_swan/Hungary/3472/2006|Avian|FJ445226|2006-02-06|Hungary	                 2.2
           A/muscovy_duck/Rostov-on-Don/51/2007|Avian|EU441929|2007-12-15|Russia	                 2.2
          A/bar-headed_goose/Qinghai/1-HVRI/2006|Avian|HM172085|2006-XX-XX|China	                 2.2
                         A/duck/Wien/1836/2006|Avian|GQ355818|2006-03-29|Austria	                 2.2
                        A/swan/Bavaria/28/2006|Avian|GU046718|2006-04-XX|Germany	                 2.2
            A/chicken/Nigeria/08RS848-118/2007|Avian|CY048163|2007-10-01|Nigeria	                 2.2
                   A/goosander/Bavaria/18/2006|Avian|EF165062|2006-XX-XX|Germany	                 2.2
            A/chicken/Manshera/NARC10337/2007|Avian|CY034733|2007-XX-XX|Pakistan	                 2.2
                   A/pied_magpie/Liaoning/7/2006|Avian|HM172456|2006-XX-XX|China	                 2.2
         A/turkey/Ivory_Coast/4372-3/2006|Avian|CY020701|2006-12-XX|Cote_dIvoire	                 2.2
                    A/chicken/Sudan/2115-10/2006|Avian|CY021389|2006-XX-XX|Sudan	                 2.2
                  A/mute_swan/Germany/R1349/07|Avian|AM749442|2007-XX-XX|Germany	                 2.2
       A/chicken/Ivory_Coast/1787-35/2006|Avian|CY021517|2006-XX-XX|Cote_dIvoire	                 2.2
                A/chicken/Nigeria/1047-62/2006|Avian|CY016931|2006-XX-XX|Nigeria	                 2.2
                     A/pochard/Germany/R348/06|Avian|AM403465|2006-XX-XX|Germany	                 2.2
             A/chicken/Nigeria/08RS848-94/2007|Avian|CY048619|2007-07-19|Nigeria	                 2.2
             A/chicken/Nigeria/08RS848-82/2007|Avian|CY048547|2007-03-21|Nigeria	                 2.2
             A/chicken/Nigeria/08RS848-39/2006|Avian|CY048299|2006-09-02|Nigeria	                 2.2
            A/chicken/Nigeria/08RS848-111/2007|Avian|CY048139|2007-09-03|Nigeria	                 2.2
        A/turkey/Saudi_Arabia/6732-6/2007|Avian|EU424136|2007-XX-XX|Saudi_Arabia	                 2.2
         A/Cygnus_olor/Astrakhan/Ast05-2-8/2005|Avian|DQ399540|2005-11-XX|Russia	                 2.2
A/turkey/Islamabad-Pakistan/NARC-7871/02/2007|Avian|EU401794|2007-XX-XX|Pakistan	                 2.2
              A/Peking_duck/Germany/R1959/2007|Avian|FM165530|2007-XX-XX|Germany	                 2.2
       A/stone_marten/Germany/R747/2006|Stone_marten|AM492165|2006-XX-XX|Germany	                 2.2
                   A/chicken/Nandurbar/7979/2006|Avian|GU354065|2006-02-XX|India	                 2.2
                 A/whooper_swan/Mongolia/6/05|Avian|AB233322|2005-XX-XX|Mongolia	                 2.2
    A/common_pochard/Switzerland/V592/2006|Avian|EU016358|2006-XX-XX|Switzerland	                 2.2
                        A/swan/Bavaria/29/2006|Avian|GU046720|2006-04-XX|Germany	                 2.2
                     A/chicken/Sudan/2115-9/2006|Avian|DQ862000|2006-05-XX|Sudan	                 2.2
                     A/wild_duck/Omsk/103-01/05|Avian|DQ864721|2005-XX-XX|Russia	                 2.2
                        A/coot/Germany/R655/06|Avian|AM403469|2006-XX-XX|Germany	                 2.2
                   A/duck/Korea/Asan5/2006|Avian|EU233707|2006-XX-XX|South_Korea	                 2.2
              A/whooperswan/Germany/R65-2/2006|Avian|CY107854|2006-XX-XX|Germany	                 2.2
               A/bar-headed_goose/Qinghai/2/2007|Avian|HQ020365|2007-05-XX|China	                 2.2
            A/chicken/Nigeria/08RS848-121/2007|Avian|CY048187|2007-10-18|Nigeria	                 2.2
         A/turkey/Ivory_Coast/4372-4/2006|Avian|CY020709|2006-12-XX|Cote_dIvoire	                 2.2
                    A/chicken/Benin/6693-16/2007|Avian|EU436612|2007-XX-XX|Benin	                 2.2
         A/falcon/Saudi_Arabia/D1795/2005|Avian|EU748903|2005-XX-XX|Saudi_Arabia	                 2.2
                     A/chicken/Romania/3076/05|Avian|AM911079|2005-XX-XX|Romania	                 2.2
             A/chicken/Nigeria/08RS848-74/2007|Avian|CY048499|2007-02-26|Nigeria	                 2.2
                      A/chicken/Crimea/08/2005|Avian|DQ650663|2005-XX-XX|Ukraine	                 2.2
